18212	14284	98	98	69	147
18212	14284	100	98	70	147
18214	14284	96	98	70	148
18214	14285	92	96	71	152
18216	14285	85	83	73	169
18217	14286	93	88	61	215
18218	14287	100	107	52	234
18219	14288	94	135	54	211
18220	14288	78	144	60	193
18221	14290	57	119	62	174
18222	14290	52	79	61	185
18222	14291	58	58	64	231
18224	14292	68	51	71	262
18224	14292	67	58	79	247
18225	14294	60	66	81	202
18226	14294	62	65	75	178
18227	14295	67	54	72	176
18228	14296	90	48	79	174
18229	14297	95	45	90	164
18230	14298	90	50	87	151
18231	14299	90	57	71	148
18232	14300	82	62	65	145
18233	14300	80	63	75	143
18234	14302	87	56	77	136
18235	14302	88	49	68	129
18236	14303	86	42	56	135
18237	14304	78	40	48	152
18238	14305	66	44	54	171
18239	14306	54	47	58	189
18240	14307	51	41	55	200
18241	14308	50	30	52	189
18242	14309	45	27	54	176
18244	14310	39	33	61	186
18244	14311	38	41	67	198
18246	14312	44	41	69	213
18247	14313	47	39	68	201
18248	14314	49	41	64	175
18249	14315	53	46	66	161
18250	14316	55	47	70	158
18252	14317	60	48	74	153
18252	14318	64	47	74	149
18254	14319	60	48	66	150
18255	14320	52	47	64	152
18256	14322	49	46	67	157
18257	14323	48	47	66	176
18258	14324	49	46	66	190
18260	14325	47	46	69	175
18261	14326	40	47	76	167
18262	14327	39	48	74	178
18264	14328	51	48	78	190
18265	14330	54	48	90	174
18266	14330	54	49	87	159
18268	14332	52	47	79	155
18268	14333	73	47	78	154
18270	14334	79	45	79	148
18271	14335	74	44	67	143
18272	14336	66	44	68	138
18274	14338	66	45	71	138
18275	14338	65	45	68	156
18276	14340	65	46	60	180
18278	14340	58	46	61	174
18278	14342	48	46	67	163
18280	14343	44	46	68	165
18281	14344	49	45	68	174
18282	14345	50	44	73	170
18283	14346	52	42	71	157
18284	14348	54	41	73	157
18286	14348	64	42	83	160
18286	14350	65	42	86	160
18288	14350	66	43	85	155
18288	14351	78	44	73	147
18290	14352	74	45	64	144
18290	14353	76	45	69	149
18292	14354	62	44	71	167
18292	14354	60	44	70	194
18293	14356	61	44	82	206
18294	14356	59	43	120	193
18294	14357	55	42	188	168
18296	14358	46	41	268	156
18296	14359	40	40	325	173
18298	14360	43	41	370	214
18298	14360	47	40	387	262
18299	14362	47	40	386	298
18300	14362	46	41	384	330
18301	14364	39	41	383	382
18302	14364	41	42	384	437
18303	14365	48	43	384	466
18304	14366	56	44	385	495
18304	14367	60	49	384	542
18306	14368	61	58	390	601
18306	14368	62	73	400	658
18307	14370	58	93	400	700
18308	14370	52	110	404	715
18310	14371	52	116	411	718
18310	14372	54	124	417	723
18311	14373	52	143	420	733
18312	14374	50	170	421	741
18313	14375	50	194	423	738
18314	14376	79	211	426	734
18315	14376	128	220	428	733
18316	14378	172	225	428	733
18316	14378	221	228	426	737
18318	14380	280	227	423	741
18318	14380	326	221	417	741
18320	14382	349	215	415	742
18320	14382	356	215	414	750
18322	14384	355	220	410	755
18322	14384	352	222	391	760
18323	14386	350	224	335	758
18324	14386	351	224	255	749
18324	14388	349	226	184	734
18326	14388	350	228	123	710
18326	14389	350	222	84	675
18327	14390	349	215	79	628
18328	14391	349	214	78	561
18329	14392	351	208	76	466
18330	14393	344	202	74	395
18331	14394	341	194	72	369
18332	14395	344	194	69	342
18333	14396	349	194	67	293
18334	14398	352	185	65	227
18334	14398	350	162	63	175
18336	14400	364	137	61	156
18336	14400	340	130	58	139
18338	14402	337	125	57	131
18338	14402	336	107	54	134
18340	14404	338	86	53	131
18340	14404	338	64	52	128
18342	14406	294	48	51	123
18342	14407	235	38	50	122
18344	14408	193	35	50	122
18344	14409	130	35	50	120
18346	14410	79	35	50	111
18347	14412	54	36	50	103
18348	14412	44	37	51	105
18348	14414	42	36	52	110
18350	14414	42	36	51	107
18350	14416	42	36	51	90
18352	14416	42	36	51	77
18352	14418	42	36	51	81
18354	14419	40	36	52	96
18355	14420	41	34	51	99
18356	14421	40	34	50	84
18357	14422	40	34	51	82
18358	14424	41	35	51	96
18359	14424	41	35	51	109
18360	14426	38	34	50	109
18361	14427	38	34	51	106
18362	14428	39	33	50	109
18362	14429	40	33	51	116
18364	14430	40	34	51	122
18364	14431	40	35	51	123
18366	14432	40	35	51	123
18366	14433	40	34	50	124
18368	14434	40	34	50	126
18369	14435	39	33	50	126
18370	14436	39	34	50	126
18371	14438	38	33	51	126
18372	14438	39	34	51	127
18372	14440	39	34	50	127
18373	14440	39	33	50	127
18374	14442	46	35	51	127
18374	14442	40	35	51	127
18376	14443	40	35	52	127
18376	14444	41	36	53	128
18377	14445	41	36	51	128
18378	14446	40	36	52	127
18379	14446	40	36	51	127
18380	14448	45	36	51	127
18381	14448	40	34	50	126
18382	14450	40	34	50	126
18382	14450	40	34	51	125
18384	14452	40	35	51	125
18384	14452	40	35	50	126
18385	14454	40	36	51	126
18386	14454	47	36	51	126
