17722	13799	101	38	53	142
17723	13799	107	42	53	143
17724	13799	119	43	54	140
17724	13800	129	42	55	134
17725	13801	117	43	55	131
17726	13801	75	44	53	133
17726	13803	43	44	49	141
17727	13803	49	44	47	153
17728	13804	73	44	49	152
17729	13805	102	45	52	138
17730	13806	99	44	55	132
17731	13807	53	43	51	133
17732	13808	34	42	47	148
17734	13809	48	42	47	154
17734	13810	73	43	52	138
17736	13811	72	43	56	131
17736	13812	43	45	53	133
17738	13813	29	45	51	146
17739	13814	40	45	52	158
17740	13815	53	45	58	141
17741	13815	53	46	63	130
17742	13817	39	46	64	130
17743	13817	26	45	57	145
17744	13819	33	43	53	158
17745	13820	48	42	61	140
17746	13821	49	43	69	128
17748	13822	34	43	64	125
17748	13823	25	44	61	138
17750	13824	35	44	64	156
17751	13825	48	44	67	141
17752	13826	46	45	68	130
17753	13827	34	46	66	132
17754	13828	30	45	64	144
17755	13829	38	45	67	154
17756	13830	48	45	67	139
17758	13831	48	45	67	131
17758	13832	35	44	63	138
17760	13833	36	44	63	156
17760	13835	48	44	68	160
17762	13835	61	45	65	141
17763	13836	62	45	62	131
17764	13837	52	46	59	129
17765	13838	41	46	60	149
17766	13839	52	46	63	162
17767	13840	65	46	61	143
17768	13841	74	46	63	126
17769	13843	55	44	63	128
17770	13843	38	44	57	146
17772	13845	54	44	62	165
17772	13845	66	43	64	146
17774	13847	71	44	63	131
17774	13847	56	44	62	119
17776	13849	40	44	59	132
17777	13849	44	43	60	160
17778	13851	55	44	60	158
17778	13851	76	45	63	136
17780	13852	69	45	63	141
17780	13853	51	44	61	142
17782	13853	37	44	59	147
17782	13855	41	43	65	158
17783	13855	51	43	65	158
17784	13856	62	43	61	142
17785	13857	65	44	62	131
17786	13857	48	44	64	144
17786	13859	41	44	70	172
17788	13859	42	45	88	190
17788	13860	48	44	130	180
17789	13861	56	45	197	152
17790	13861	63	45	278	140
17790	13862	66	45	353	134
17791	13863	54	46	389	134
17792	13863	42	47	400	152
17792	13864	43	48	404	174
17794	13865	53	49	405	185
17794	13865	63	52	406	173
17795	13867	71	58	401	152
17796	13867	69	68	402	154
17796	13868	61	85	409	172
17797	13869	49	110	412	209
17798	13869	50	129	416	285
17798	13870	58	135	417	368
17800	13871	66	147	419	427
17800	13872	74	163	423	461
17802	13873	79	187	430	487
17802	13873	67	208	437	501
17803	13874	54	226	441	537
17804	13875	53	241	444	606
17804	13876	65	251	445	672
17806	13877	63	253	445	718
17806	13877	60	252	446	739
17808	13878	55	249	445	742
17808	13879	54	249	448	741
17809	13880	106	248	452	743
17810	13881	212	251	457	750
17811	13882	311	253	462	747
17812	13883	364	251	465	741
17813	13884	381	254	454	740
17814	13885	384	260	439	743
17816	13886	380	263	414	750
17816	13887	380	265	365	755
17818	13888	381	270	264	756
17818	13889	376	271	125	748
17820	13890	375	273	77	746
17820	13891	379	272	73	754
17822	13892	385	272	79	757
17822	13893	389	263	82	743
17824	13894	389	245	76	708
17825	13895	386	208	70	659
17826	13897	381	168	72	578
17827	13897	376	159	80	490
17828	13899	369	137	80	424
17830	13900	365	105	69	416
17830	13901	368	76	66	373
17832	13902	361	56	70	258
17833	13903	353	46	66	179
17834	13905	350	46	64	157
17836	13905	356	45	63	162
17837	13907	316	44	67	157
17838	13908	208	44	64	139
17840	13909	125	44	59	138
17840	13910	64	43	56	153
17842	13911	57	43	64	161
17843	13913	68	43	62	146
17844	13913	72	43	58	137
17845	13915	58	43	51	139
17846	13916	52	43	49	150
17847	13917	62	43	58	156
17848	13918	79	43	56	141
17849	13919	76	44	56	135
17850	13921	57	43	51	141
17852	13921	47	43	43	154
17852	13923	67	42	47	151
17854	13924	88	42	52	139
17854	13925	76	42	55	138
17856	13926	48	41	50	144
17857	13927	44	42	45	155
17858	13928	57	42	48	151
17859	13929	77	42	56	141
17860	13930	71	43	63	141
17861	13931	49	44	56	149
17862	13932	39	43	51	160
17863	13933	43	42	53	154
17864	13934	54	42	65	143
17865	13935	55	42	71	141
17866	13936	46	42	66	145
17867	13937	36	42	63	158
17868	13938	41	42	59	160
17870	13939	48	43	68	147
17870	13940	49	43	73	143
17872	13941	44	43	78	143
17872	13942	37	43	78	154
17873	13943	37	44	74	159
17874	13944	41	44	77	157
17875	13945	47	43	82	146
17876	13945	50	43	79	145
17876	13947	46	43	68	146
17877	13947	41	43	69	152
17878	13948	43	43	79	158
17878	13949	47	42	92	158
