HEADER	MICROS	MILLIS	LEFTDIR	LEFTDC	RIGHTDIR	RIGHTDC	LEFTPOS	RIGHTPOS	AMB_COL_NE	AMB_COL_SE	AMB_COL_SW	AMB_COL_NW	AMB_LINE_N	AMB_LINE_E	AMB_LINE_S	AMB_LINE_W	IR_COL_NE	IR_COL_SE	IR_COL_SW	IR_COL_NW	IR_LINE_N	IR_LINE_E	IR_LINE_S	IR_LINE_W	TRAILER	
1526703360	79081572	79081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	79091980	79091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	328	439	684	1509991935	
1526703360	79102396	79101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79112836	79112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79123252	79122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79131580	79130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	79142020	79141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79152436	79152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79162852	79162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	683	1509991935	
1526703360	79173284	79172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	683	1509991935	
1526703360	79181612	79180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	79192020	79191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79202452	79202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79212860	79212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79223268	79222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	683	1509991935	
1526703360	79231612	79230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	329	440	685	1509991935	
1526703360	79242020	79241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79252428	79251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	683	1509991935	
1526703360	79262868	79262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79273276	79272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	683	1509991935	
1526703360	79281604	79281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	79292036	79291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79302444	79301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79312852	79311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79323292	79323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	683	1509991935	
1526703360	79331628	79331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	684	1509991935	
1526703360	79342044	79341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79352476	79351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79362892	79362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79373308	79373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	683	1509991935	
1526703360	79381660	79381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	440	684	1509991935	
1526703360	79392076	79391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79402492	79401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	329	439	683	1509991935	
1526703360	79412924	79412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	683	1509991935	
1526703360	79421260	79420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	79431676	79431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79442100	79441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	683	1509991935	
1526703360	79452516	79452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79462940	79462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	329	439	683	1509991935	
1526703360	79471292	79470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	79481700	79480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79492132	79492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79502548	79502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	683	1509991935	
1526703360	79512964	79512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79521308	79520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	330	440	685	1509991935	
1526703360	79531732	79531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79542148	79541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79552588	79552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79563004	79562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79571340	79570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	79581772	79581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79592188	79591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79602596	79601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79613040	79612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79621380	79621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	440	684	1509991935	
1526703360	79631788	79631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79642236	79641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79652652	79651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79660988	79660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	79671428	79671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	328	439	684	1509991935	
1526703360	79681844	79681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79692260	79691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79702692	79702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79711028	79710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	79721444	79720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79731868	79731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	683	1509991935	
1526703360	79742284	79741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79752700	79752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	329	439	684	1509991935	
1526703360	79761052	79760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	79771468	79770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	683	1509991935	
1526703360	79781884	79781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79792308	79792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79802716	79802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79811052	79810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	684	1509991935	
1526703360	79821476	79820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79831892	79831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79842316	79842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79852740	79852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79861076	79860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	328	439	684	1509991935	
1526703360	79871492	79870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	329	439	684	1509991935	
1526703360	79881924	79881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	683	1509991935	
1526703360	79892332	79891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79902764	79902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79911100	79910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	684	1509991935	
1526703360	79921516	79921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79931948	79931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	329	439	684	1509991935	
1526703360	79942380	79941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	683	1509991935	
1526703360	79950716	79949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	79961148	79961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	439	684	1509991935	
1526703360	79971572	79971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	79981988	79981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	79992428	79991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80000764	80000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	80011180	80010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80021620	80021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80032036	80031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80042452	80041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80050804	80050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	329	440	685	1509991935	
1526703360	80061220	80060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80071636	80070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80082076	80081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80092492	80092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80100828	80100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	329	439	684	1509991935	
1526703360	80111260	80110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80121676	80120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	683	1509991935	
1526703360	80132092	80132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	683	1509991935	
1526703360	80140436	80140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	80150852	80150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	329	439	684	1509991935	
1526703360	80161268	80160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80171684	80171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80182092	80181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80190420	80189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	329	440	685	1509991935	
1526703360	80200860	80200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	439	684	1509991935	
1526703360	80211268	80210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	683	1509991935	
1526703360	80221676	80221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80232100	80231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80240428	80239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	329	440	685	1509991935	
1526703360	80250836	80249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80261276	80261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80271684	80271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80282092	80281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80290436	80289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	80300852	80300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80311260	80310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80321692	80321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80332108	80331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80340444	80339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	80350876	80350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80361292	80360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80371708	80371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80382132	80381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80390468	80390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	329	440	685	1509991935	
1526703360	80400884	80400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80411308	80410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80421724	80420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80432148	80432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80440484	80440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	684	1509991935	
1526703360	80450900	80450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80461316	80460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	329	439	684	1509991935	
1526703360	80471748	80471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80480084	80479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	329	440	685	1509991935	
1526703360	80490508	80490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	329	439	684	1509991935	
1526703360	80500932	80500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80511348	80510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80521780	80521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	328	439	684	1509991935	
1526703360	80530124	80529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	329	440	685	1509991935	
1526703360	80540540	80539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80550964	80550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80561380	80561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80571796	80571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80580148	80579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	329	440	684	1509991935	
1526703360	80590580	80589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80600996	80600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80611436	80611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80621852	80621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80630188	80629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	329	440	685	1509991935	
1526703360	80640636	80640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80651052	80650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80661468	80660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	328	439	684	1509991935	
1526703360	80671900	80671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
1526703360	80680236	80679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	440	685	1509991935	
1526703360	80690652	80690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	328	439	684	1509991935	
