HEADER	MICROS	MILLIS	LEFTDIR	LEFTDC	RIGHTDIR	RIGHTDC	LEFTPOS	RIGHTPOS	AMB_COL_NE	AMB_COL_SE	AMB_COL_SW	AMB_COL_NW	AMB_LINE_N	AMB_LINE_E	AMB_LINE_S	AMB_LINE_W	IR_COL_NE	IR_COL_SE	IR_COL_SW	IR_COL_NW	IR_LINE_N	IR_LINE_E	IR_LINE_S	IR_LINE_W	TRAILER	S_inRaw_N	S_inRaw_E	S_inRaw_S	S_inRaw_W	S_inAfterGO_N	S_inAfterGO_E	S_inAfterGO_S	S_inAfterGO_W	S_inFiltered_N	S_inFiltered_E	S_inFiltered_S	S_inFiltered_W	A_inL	A_inR	A_outPwmL	A_outPwmR	C_PID_in	C_PID_p	C_PID_i	C_PID_d	C_PID_out	C_outError	C_outRaw	C_outNormalized	
1526703360	64472260	64472	1	25	0	75	15	41	0	0	0	0	0	0	0	0	0	0	0	0	198	587	243	216	1509991935	205	589	255	216	0.150586	0.658929	0.084708	0.000853	-nan	0.689433809372	0.175486668209	-0.0137933329069	-1	1	-25	75	0.703227142279	1.05484071342	0	-0	1.05484071342	0.703227142279	1.05484071342	1	
1526703360	64481596	64481	1	25	0	75	14	42	0	0	0	0	0	0	0	0	0	0	0	0	206	587	248	216	1509991935	198	587	243	216	0.140352	0.656131	0.071676	0.000853	-nan	0.689024600694	0.172263547372	-0.0132828683937	-1	1	-25	75	0.702307469088	1.05346120363	0	-0	1.05346120363	0.702307469088	1.05346120363	1	
1526703360	64490932	64490	1	25	0	75	14	43	0	0	0	0	0	0	0	0	0	0	0	0	211	587	251	215	1509991935	206	587	248	216	0.152048	0.656131	0.077106	0.000853	-nan	0.68840011303	0.168644328282	-0.0127184923601	-1	1	-25	75	0.70111860539	1.05167790808	0	-0	1.05167790808	0.70111860539	1.05167790808	1	
1526703360	64500276	64499	1	25	0	75	14	45	0	0	0	0	0	0	0	0	0	0	0	0	218	589	249	215	1509991935	211	587	251	215	0.159358	0.656131	0.080364	0	-nan	0.687586585261	0.164710810932	-0.0121134027853	-1	1	-25	75	0.699699988047	1.04954998207	0	-0	1.04954998207	0.699699988047	1.04954998207	1	
1526703360	64511692	64510	1	25	0	75	14	47	0	0	0	0	0	0	0	0	0	0	0	0	230	586	260	215	1509991935	218	589	249	215	0.169592	0.658929	0.078192	0	-nan	0.686620197774	0.160555278924	-0.0114812640755	-1	1	-25	75	0.69810146185	1.04715219277	0	-0	1.04715219277	0.69810146185	1.04715219277	1	
1526703360	64521020	64520	1	25	0	75	14	47	0	0	0	0	0	0	0	0	0	0	0	0	234	588	264	213	1509991935	230	586	260	215	0.187136	0.654732	0.090138	0	-nan	0.685530976756	0.156262607027	-0.0108324858382	-1	1	-25	75	0.696363462594	1.04454519389	0	-0	1.04454519389	0.696363462594	1.04454519389	1	
1526703360	64530356	64529	1	25	0	75	14	49	0	0	0	0	0	0	0	0	0	0	0	0	231	592	260	211	1509991935	234	588	264	213	0.192984	0.65753	0.094482	-0.001706	-nan	0.684337491822	0.151939851522	-0.0101780918586	-1	1	-25	75	0.694515583681	1.04177337552	0	-0	1.04177337552	0.694515583681	1.04177337552	1	
1526703360	64541780	64541	1	25	0	75	14	51	0	0	0	0	0	0	0	0	0	0	0	0	254	589	286	210	1509991935	231	592	260	211	0.188598	0.663126	0.090138	-0.003412	-nan	0.683077237379	0.147660624408	-0.00953487582317	-1	1	-25	75	0.692612113202	1.0389181698	0	-0	1.0389181698	0.692612113202	1.0389181698	1	
1526703360	64551108	64550	1	25	0	75	13	52	0	0	0	0	0	0	0	0	0	0	0	0	259	590	289	208	1509991935	254	589	286	210	0.222224	0.658929	0.118374	-0.004265	-nan	0.681789405667	0.143504807075	-0.0089192174858	-1	1	-25	75	0.690708623153	1.03606293473	0	-0	1.03606293473	0.690708623153	1.03606293473	1	
1526703360	64560436	64560	1	25	0	75	13	53	0	0	0	0	0	0	0	0	0	0	0	0	266	591	299	207	1509991935	259	590	289	208	0.229534	0.660328	0.121632	-0.005971	-nan	0.680485242474	0.139606808906	-0.00834344862416	-1	1	-25	75	0.688828691098	1.03324303665	0	-0	1.03324303665	0.688828691098	1.03324303665	1	
1526703360	64571860	64571	1	25	0	75	13	55	0	0	0	0	0	0	0	0	0	0	0	0	284	589	336	206	1509991935	266	591	299	207	0.239768	0.661727	0.132492	-0.006824	-nan	0.679177636302	0.136061787993	-0.00781803016772	-1	1	-25	75	0.68699566647	1.0304934997	0	-0	1.0304934997	0.68699566647	1.0304934997	1	
1526703360	64581212	64580	1	25	0	75	13	56	0	0	0	0	0	0	0	0	0	0	0	0	289	589	346	204	1509991935	284	589	336	206	0.266084	0.658929	0.172674	-0.007677	-nan	0.677880806705	0.132990761689	-0.00734992404465	-1	1	-25	75	0.685230730749	1.02784609612	0	-0	1.02784609612	0.685230730749	1.02784609612	1	
1526703360	64590548	64589	1	25	0	75	13	57	0	0	0	0	0	0	0	0	0	0	0	0	291	589	349	203	1509991935	289	589	346	204	0.273394	0.658929	0.183534	-0.009383	-nan	0.676595466496	0.130572523097	-0.00694474656554	-1	1	-25	75	0.683540213062	1.02531031959	0	-0	1.02531031959	0.683540213062	1.02531031959	1	
1526703360	64601964	64601	1	25	0	75	12	59	0	0	0	0	0	0	0	0	0	0	0	0	297	585	371	203	1509991935	291	589	349	203	0.276318	0.658929	0.186792	-0.010236	-nan	0.675325054428	0.128881301393	-0.00660866428171	-1	1	-25	75	0.68193371871	1.02290057806	0	-0	1.02290057806	0.68193371871	1.02290057806	1	
1526703360	64611292	64610	1	25	0	75	12	61	0	0	0	0	0	0	0	0	0	0	0	0	298	584	377	203	1509991935	297	585	371	203	0.28509	0.653333	0.210684	-0.010236	-nan	0.674066634408	0.127926304981	-0.00634294993027	-1	1	-25	75	0.680409584338	1.02061437651	0	-0	1.02061437651	0.680409584338	1.02061437651	1	
1526703360	64620652	64620	1	25	0	75	12	62	0	0	0	0	0	0	0	0	0	0	0	0	298	584	376	200	1509991935	298	584	377	203	0.286552	0.651934	0.2172	-0.010236	-nan	0.672802983728	0.127743358661	-0.00614280779212	-1	1	-25	75	0.67894579152	1.01841868728	0	-0	1.01841868728	0.67894579152	1.01841868728	1	
1526703360	64632068	64631	1	25	0	75	12	63	0	0	0	0	0	0	0	0	0	0	0	0	300	579	390	197	1509991935	298	584	376	200	0.286552	0.651934	0.216114	-0.012795	-nan	0.67152780428	0.128312204306	-0.00600704454875	-1	1	-25	75	0.677534848828	1.01630227324	0	-0	1.01630227324	0.677534848828	1.01630227324	1	
1526703360	64641396	64641	1	25	0	75	12	65	0	0	0	0	0	0	0	0	0	0	0	0	301	579	391	196	1509991935	300	579	390	197	0.289476	0.644939	0.231318	-0.015354	-nan	0.670235679674	0.129574964681	-0.00594472841839	-1	1	-25	75	0.676180408092	1.01427061214	0	-0	1.01427061214	0.676180408092	1.01427061214	1	
1526703360	64650716	64650	1	25	0	75	12	66	0	0	0	0	0	0	0	0	0	0	0	0	301	577	389	197	1509991935	301	579	391	196	0.290938	0.644939	0.232404	-0.016207	-nan	0.66891036808	0.131497805362	-0.00596495966809	-1	1	-25	75	0.674875327748	1.01231299162	0	-0	1.01231299162	0.674875327748	1.01231299162	1	
1526703360	64660060	64659	1	25	0	75	12	67	0	0	0	0	0	0	0	0	0	0	0	0	302	574	391	198	1509991935	301	577	389	197	0.290938	0.642141	0.230232	-0.015354	-nan	0.667546662178	0.134013990229	-0.0060643678082	-1	1	-25	75	0.673611029986	1.01041654498	0	-0	1.01041654498	0.673611029986	1.01041654498	1	
1526703360	64671452	64670	1	25	0	75	12	69	0	0	0	0	0	0	0	0	0	0	0	0	303	570	387	198	1509991935	302	574	391	198	0.2924	0.637944	0.232404	-0.014501	-nan	0.666140324191	0.137026281887	-0.00622869586054	-1	1	-25	75	0.672369020052	1.00855353008	0	-0	1.00855353008	0.672369020052	1.00855353008	1	
1526703360	64680772	64679	1	25	0	75	12	71	0	0	0	0	0	0	0	0	0	0	0	0	305	569	384	198	1509991935	303	570	387	198	0.293862	0.632348	0.22806	-0.014501	-nan	0.664673446216	0.140443189624	-0.00644315108977	-1	1	-25	75	0.671116597306	1.00667489596	0	-0	1.00667489596	0.671116597306	1.00667489596	1	
