HEADER	MICROS	MILLIS	LEFTDIR	LEFTDC	RIGHTDIR	RIGHTDC	LEFTPOS	RIGHTPOS	AMB_COL_NE	AMB_COL_SE	AMB_COL_SW	AMB_COL_NW	AMB_LINE_N	AMB_LINE_E	AMB_LINE_S	AMB_LINE_W	IR_COL_NE	IR_COL_SE	IR_COL_SW	IR_COL_NW	IR_LINE_N	IR_LINE_E	IR_LINE_S	IR_LINE_W	TRAILER	S_inRaw_N	S_inRaw_E	S_inRaw_S	S_inRaw_W	S_inAfterGO_N	S_inAfterGO_E	S_inAfterGO_S	S_inAfterGO_W	S_inFiltered_N	S_inFiltered_E	S_inFiltered_S	S_inFiltered_W	A_inL	A_inR	A_outPwmL	A_outPwmR	C_PID_in	C_PID_p	C_PID_i	C_PID_d	C_PID_out	PID_P	PID_I	PID_D	C_outError	C_outRaw	C_outNormalized	
1526703360	227201412	227201	0	12	0	38	778	764	0	0	0	0	0	0	0	0	0	0	0	0	620	427	780	725	1509991935	620	432	782	719	0.235698	0.10296	0.270284	0.02114	-nan	0.0919463500603	0.278087380655	0.0361551714613	-0.171425969408	0.171425969408	12.1430522944	37.8569477056	0.055791178599	0.139477946497	0	0.0319480229109	0.171425969408	2.5	0	0.2	0.055791178599	0.171425969408	0.171425969408	
1526703360	227211812	227211	0	12	0	38	779	764	0	0	0	0	0	0	0	0	0	0	0	0	647	425	779	723	1509991935	620	427	780	725	0.235698	0.09801	0.268708	0.024764	-nan	0.092732938411	0.277670102438	0.0353274039461	-0.175800953479	0.175800953479	11.8149284891	38.1850715109	0.0574055344648	0.143513836162	0	0.032287117317	0.175800953479	2.5	0	0.2	0.0574055344648	0.175800953479	0.175800953479	
1526703360	227222220	227221	0	12	0	38	780	766	0	0	0	0	0	0	0	0	0	0	0	0	618	424	779	730	1509991935	647	425	779	723	0.262104	0.09603	0.26792	0.023556	-nan	0.0934716783588	0.277232589219	0.0345050495163	-0.178638459658	0.178638459658	11.6021155256	38.3978844744	0.0589666288424	0.147416572106	0	0.0312218875521	0.178638459658	2.5	0	0.2	0.0589666288424	0.178638459658	0.178638459658	
1526703360	227232596	227231	0	11	0	39	781	766	0	0	0	0	0	0	0	0	0	0	0	0	619	430	779	731	1509991935	618	424	779	730	0.233742	0.09504	0.26792	0.027784	-nan	0.0941417968475	0.276774448261	0.0337055849242	-0.180482191425	0.180482191425	11.4638356431	38.5361643569	0.0604362119233	0.151090529808	0	0.0293916616171	0.180482191425	2.5	0	0.2	0.0604362119233	0.180482191425	0.180482191425	
1526703360	227240900	227239	0	11	0	39	782	767	0	0	0	0	0	0	0	0	0	0	0	0	620	428	779	741	1509991935	619	430	779	731	0.23472	0.10098	0.26792	0.028388	-nan	0.0947504014503	0.276300425919	0.0329491417408	-0.181804104998	0.181804104998	11.3646921252	38.6353078748	0.0618012597095	0.154503149274	0	0.0273009557238	0.181804104998	2.5	0	0.2	0.0618012597095	0.181804104998	0.181804104998	
1526703360	227251304	227251	0	11	0	39	782	768	0	0	0	0	0	0	0	0	0	0	0	0	621	427	777	743	1509991935	620	428	779	741	0.235698	0.099	0.26792	0.034428	-nan	0.0953186424466	0.275816447898	0.032260521837	-0.182782519528	0.182782519528	11.2913110354	38.7086889646	0.0630581206097	0.157645301524	0	0.0251372180034	0.182782519528	2.5	0	0.2	0.0630581206097	0.182782519528	0.182782519528	
1526703360	227261684	227261	0	11	0	39	783	769	0	0	0	0	0	0	0	0	0	0	0	0	622	436	776	738	1509991935	621	427	777	743	0.236676	0.09801	0.266344	0.035636	-nan	0.0958488890379	0.275324504238	0.0316658939544	-0.182954977184	0.182954977184	11.2783767112	38.7216232888	0.0641829950834	0.160457487709	0	0.0224974894753	0.182954977184	2.5	0	0.2	0.0641829950834	0.182954977184	0.182954977184	
1526703360	227272060	227271	0	11	0	39	784	770	0	0	0	0	0	0	0	0	0	0	0	0	621	438	778	739	1509991935	622	436	776	738	0.237654	0.10692	0.265556	0.032616	-nan	0.0963517699632	0.274821484536	0.0311697861537	-0.182934734046	0.182934734046	11.2798949466	38.7201050534	0.0651819838095	0.162954959524	0	0.0199797745218	0.182934734046	2.5	0	0.2	0.0651819838095	0.182934734046	0.182934734046	
1526703360	227282452	227281	0	11	0	39	785	771	0	0	0	0	0	0	0	0	0	0	0	0	649	446	781	737	1509991935	621	438	778	739	0.236676	0.1089	0.267132	0.03322	-nan	0.0968656514098	0.274309677149	0.0307552352558	-0.183844687274	0.183844687274	11.2116484544	38.7883515456	0.066110416154	0.165276040385	0	0.0185686468893	0.183844687274	2.5	0	0.2	0.066110416154	0.183844687274	0.183844687274	
1526703360	227290772	227290	0	11	0	39	786	772	0	0	0	0	0	0	0	0	0	0	0	0	622	448	784	738	1509991935	649	446	781	737	0.26406	0.11682	0.269496	0.032012	-nan	0.0974281406049	0.273804273848	0.0304092293659	-0.185717179797	0.185717179797	11.0712115152	38.9287884848	0.067018911239	0.167547278097	0	0.0181699017	0.185717179797	2.5	0	0.2	0.067018911239	0.185717179797	0.185717179797	
1526703360	227301148	227300	0	11	0	39	786	773	0	0	0	0	0	0	0	0	0	0	0	0	621	449	785	740	1509991935	622	448	784	738	0.237654	0.1188	0.27186	0.032616	-nan	0.0980696869655	0.273326714827	0.0301235802775	-0.188409175701	0.188409175701	10.8693118224	39.1306881776	0.067946106688	0.16986526672	0	0.0185439089807	0.188409175701	2.5	0	0.2	0.067946106688	0.188409175701	0.188409175701	
1526703360	227311532	227310	0	11	0	39	787	774	0	0	24	0	0	0	0	0	0	0	0	0	622	451	785	738	1509991935	621	449	785	740	0.236676	0.11979	0.272648	0.033824	-nan	0.0988018644062	0.272893893581	0.0298956459701	-0.191467781052	0.191467781052	10.6399164211	39.3600835789	0.0689062184361	0.17226554609	0	0.0192022349621	0.191467781052	2.5	0	0.2	0.0689062184361	0.191467781052	0.191467781052	
1526703360	227321948	227321	0	10	0	40	788	775	0	0	0	0	0	0	0	0	0	0	0	0	621	457	781	727	1509991935	622	451	785	738	0.237654	0.12177	0.272648	0.032616	-nan	0.0996196300233	0.272512025842	0.0297238905561	-0.194529769289	0.194529769289	10.4102673033	39.5897326967	0.0698957394672	0.174739348668	0	0.0197904206214	0.194529769289	2.5	0	0.2	0.0698957394672	0.194529769289	0.194529769289	
1526703360	227332332	227332	0	10	0	40	788	776	0	0	0	0	0	0	0	0	0	0	0	0	614	461	777	711	1509991935	621	457	781	727	0.236676	0.12771	0.269496	0.025972	-nan	0.100528156994	0.272173011722	0.0295863957259	-0.198274839191	0.198274839191	10.1293870607	39.8706129393	0.0709417612682	0.177354403171	0	0.0209204360207	0.198274839191	2.5	0	0.2	0.0709417612682	0.198274839191	0.198274839191	
1526703360	227340644	227340	0	10	0	40	789	777	0	0	0	0	0	0	0	0	0	0	0	0	610	461	777	704	1509991935	614	461	777	711	0.22983	0.13167	0.266344	0.016308	-nan	0.101545635963	0.271854650278	0.0294297634268	-0.203771906704	0.203771906704	9.71710699723	40.2828930028	0.0721158725364	0.180289681341	0	0.0234822253627	0.203771906704	2.5	0	0.2	0.0721158725364	0.203771906704	0.203771906704	
1526703360	227351020	227350	0	9	0	41	790	778	0	0	0	0	0	0	0	0	0	0	0	0	604	468	777	695	1509991935	610	461	777	704	0.225918	0.13167	0.266344	0.01208	-nan	0.102678842105	0.27153733919	0.0291948518506	-0.211072330007	0.211072330007	9.1695752495	40.8304247505	0.0734839902548	0.183709975637	0	0.0273623543696	0.211072330007	2.5	0	0.2	0.0734839902548	0.211072330007	0.211072330007	
1526703360	227361420	227360	0	9	0	41	790	779	0	0	0	0	0	0	0	0	20	0	0	0	606	473	779	690	1509991935	604	468	777	695	0.22005	0.1386	0.266344	0.006644	-nan	0.103926563286	0.271217029362	0.0288443737418	-0.219669459646	0.219669459646	8.52479052657	41.4752094734	0.0750821895441	0.18770547386	0	0.0319639857854	0.219669459646	2.5	0	0.2	0.0750821895441	0.219669459646	0.219669459646	
1526703360	227371796	227371	0	8	0	42	791	780	0	0	0	0	0	0	0	0	0	0	0	0	606	470	779	688	1509991935	606	473	779	690	0.222006	0.14355	0.26792	0.003624	-nan	0.105303263526	0.27090003901	0.0283579666974	-0.229625387754	0.229625387754	7.77809591847	42.2219040815	0.0769452968283	0.192363242071	0	0.0372621456831	0.229625387754	2.5	0	0.2	0.0769452968283	0.229625387754	0.229625387754	
1526703360	227382188	227381	0	7	0	43	792	781	0	0	0	0	0	0	0	0	0	0	0	0	608	474	783	677	1509991935	606	470	779	688	0.222006	0.14058	0.26792	0.002416	-nan	0.106810230003	0.27059514915	0.0277302501676	-0.240393609732	0.240393609732	6.97047927013	43.0295207299	0.0790799798354	0.197699949589	0	0.0426936601431	0.240393609732	2.5	0	0.2	0.0790799798354	0.240393609732	0.240393609732	
1526703360	227390508	227390	0	6	0	44	792	782	0	24	0	0	0	0	0	0	0	0	0	0	612	476	786	670	1509991935	608	474	783	677	0.223962	0.14454	0.271072	-0.004228	-nan	0.108424848512	0.270313223521	0.0269589472373	-0.251383181972	0.251383181972	6.14626135211	43.8537386479	0.0814659012747	0.203664753187	0	0.0477184287852	0.251383181972	2.5	0	0.2	0.0814659012747	0.251383181972	0.251383181972	
1526703360	227400900	227400	0	5	0	45	793	782	0	0	0	0	0	0	0	0	0	0	0	0	616	475	788	656	1509991935	612	476	786	670	0.227874	0.14652	0.273436	-0.008456	-nan	0.110134669692	0.270071776365	0.0260294368039	-0.26304971448	0.26304971448	5.27127141398	44.728728586	0.0841052328877	0.210263082219	0	0.052786632261	0.26304971448	2.5	0	0.2	0.0841052328877	0.26304971448	0.26304971448	
1526703360	227411300	227410	0	4	0	46	794	784	0	0	0	0	0	0	0	0	0	0	0	0	621	473	789	644	1509991935	616	475	788	656	0.231786	0.14553	0.275012	-0.016912	-nan	0.111928005848	0.26988743913	0.0249201849177	-0.275571313188	0.275571313188	4.33215151093	45.6678484891	0.0870078209308	0.217519552327	0	0.0580517608606	0.275571313188	2.5	0	0.2	0.0870078209308	0.275571313188	0.275571313188	
1526703360	227421676	227421	0	3	0	47	794	785	0	0	0	0	0	0	0	0	0	0	0	0	626	475	791	635	1509991935	621	473	789	644	0.236676	0.14355	0.2758	-0.02416	-nan	0.113775395103	0.2697677347	0.023603787263	-0.288704757775	0.288704757775	3.34714316689	46.6528568331	0.0901716078396	0.225429019599	0	0.063275738176	0.288704757775	2.5	0	0.2	0.0901716078396	0.288704757775	0.288704757775	
1526703360	227432084	227431	0	2	0	48	795	786	0	0	0	0	0	0	0	0	0	0	0	0	629	478	791	623	1509991935	626	475	791	635	0.241566	0.14553	0.277376	-0.029596	-nan	0.115648542705	0.269715430486	0.0220579826409	-0.302355444662	0.302355444662	2.32334165035	47.6766583496	0.0935905600646	0.233976400161	0	0.0683790445005	0.302355444662	2.5	0	0.2	0.0935905600646	0.302355444662	0.302355444662	
1526703360	227440388	227439	0	1	0	49	796	786	0	0	0	0	0	0	0	0	0	0	0	0	632	478	792	620	1509991935	629	478	791	623	0.2445	0.1485	0.277376	-0.036844	-nan	0.117538948457	0.269730748193	0.0202714797239	-0.316706845194	0.316706845194	1.24698661043	48.7530133896	0.0972674687327	0.243168671832	0	0.0735381733625	0.316706845194	2.5	0	0.2	0.0972674687327	0.316706845194	0.316706845194	
1526703360	227450776	227449	0	0	0	50	796	788	0	0	0	0	0	0	0	0	0	0	0	0	635	477	790	614	1509991935	632	478	792	620	0.247434	0.1485	0.278164	-0.038656	-nan	0.119445208591	0.269810040375	0.0182439391151	-0.331679188553	0.331679188553	0.124060858511	49.8759391415	0.101201269476	0.25300317369	0	0.0786760148635	0.331679188553	2.5	0	0.2	0.101201269476	0.331679188553	0.331679188553	
1526703360	227461200	227461	1	1	0	51	797	788	0	0	0	0	0	0	0	0	0	0	0	0	634	480	793	612	1509991935	635	477	790	614	0.250368	0.14751	0.276588	-0.04228	-nan	0.121353604144	0.269944663869	0.0159921488494	-0.346607354604	0.346607354604	-0.995551595268	50.9955515953	0.105361455294	0.263403638236	0	0.0832037163679	0.346607354604	2.5	0	0.2	0.105361455294	0.346607354604	0.346607354604	
1526703360	227471580	227471	1	2	0	52	798	790	0	0	0	0	0	0	0	0	0	0	0	0	633	483	794	612	1509991935	634	480	793	612	0.24939	0.15048	0.278952	-0.043488	-nan	0.123250050678	0.27012659397	0.0135414646981	-0.361214078659	0.361214078659	-2.0910558994	52.0910558994	0.10970858598	0.274271464949	0	0.0869426137094	0.361214078659	2.5	0	0.2	0.10970858598	0.361214078659	0.361214078659	
1526703360	227481964	227481	1	3	0	53	798	791	0	0	0	0	0	0	0	0	0	0	0	0	633	492	795	610	1509991935	633	483	794	612	0.248412	0.15345	0.27974	-0.043488	-nan	0.125136738931	0.270356610956	0.0109245296182	-0.375602989953	0.375602989953	-3.17022424645	53.1702242464	0.114212209313	0.285530523283	0	0.0900724666695	0.375602989953	2.5	0	0.2	0.114212209313	0.375602989953	0.375602989953	
1526703360	227492340	227491	1	4	0	54	798	792	0	0	0	0	0	0	0	0	0	0	0	0	633	501	796	606	1509991935	633	492	795	610	0.248412	0.16236	0.280528	-0.044696	-nan	0.127036265389	0.270636637321	0.00817883623331	-0.390047969737	0.390047969737	-4.25359773029	54.2535977303	0.118857429156	0.297143572889	0	0.0929043968481	0.390047969737	2.5	0	0.2	0.118857429156	0.390047969737	0.390047969737	
1526703360	227500660	227500	1	5	0	55	798	793	0	0	0	0	0	0	0	0	0	0	0	0	628	504	795	603	1509991935	633	501	796	606	0.248412	0.17127	0.281316	-0.047112	-nan	0.12899301684	0.270964660548	0.00533324312283	-0.405196325518	0.405196325518	-5.38972441387	55.3897244139	0.123659773717	0.309149434292	0	0.096046891226	0.405196325518	2.5	0	0.2	0.123659773717	0.405196325518	0.405196325518	
1526703360	227511044	227510	1	7	0	57	799	794	0	0	0	0	0	0	0	0	0	0	0	0	620	500	794	599	1509991935	628	504	795	603	0.243522	0.17424	0.280528	-0.048924	-nan	0.131045364934	0.271335240902	0.00240755547863	-0.421155238406	0.421155238406	-6.58664288042	56.5866428804	0.128637809455	0.321594523638	0	0.0995607147674	0.421155238406	2.5	0	0.2	0.128637809455	0.421155238406	0.421155238406	
1526703360	227521436	227520	1	8	0	58	799	795	0	0	0	0	0	0	0	0	0	0	0	0	618	497	795	599	1509991935	620	500	794	599	0.235698	0.17028	0.27974	-0.05134	-nan	0.133186962067	0.271736705503	-0.000581483353635	-0.437033832862	0.437033832862	-7.77753746467	57.7775374647	0.133768445421	0.334421113552	0	0.10261271931	0.437033832862	2.5	0	0.2	0.133768445421	0.437033832862	0.437033832862	
