HEADER	MICROS	MILLIS	LEFTDIR	LEFTDC	RIGHTDIR	RIGHTDC	LEFTPOS	RIGHTPOS	AMB_COL_NE	AMB_COL_SE	AMB_COL_SW	AMB_COL_NW	AMB_LINE_N	AMB_LINE_E	AMB_LINE_S	AMB_LINE_W	IR_COL_NE	IR_COL_SE	IR_COL_SW	IR_COL_NW	IR_LINE_N	IR_LINE_E	IR_LINE_S	IR_LINE_W	TRAILER	S_inRaw_N	S_inRaw_E	S_inRaw_S	S_inRaw_W	S_inAfterGO_N	S_inAfterGO_E	S_inAfterGO_S	S_inAfterGO_W	S_inFiltered_N	S_inFiltered_E	S_inFiltered_S	S_inFiltered_W	A_inL	A_inR	A_outPwmL	A_outPwmR	C_PID_in	C_PID_p	C_PID_i	C_PID_d	C_PID_out	PID_P	PID_I	PID_D	C_outError	C_outRaw	C_outNormalized	
1526703360	228190356	228190	0	5	0	45	799	899	0	0	0	0	0	0	0	0	0	0	0	0	610	464	805	895	1509991935	615	464	806	864	0.230808	0.13464	0.289196	0.10872	-nan	0.172622645783	0.297265559829	0.0294909041025	-0.261166214803	0.261166214803	5.41253388981	44.5874661102	0.143131741681	0.357829354202	0	-0.0966631393992	0.261166214803	2.5	0	0.2	0.143131741681	0.261166214803	0.261166214803	
1526703360	228200740	228200	0	7	0	43	799	900	0	0	0	0	0	0	0	0	0	0	0	0	609	465	815	904	1509991935	610	464	805	895	0.225918	0.13464	0.288408	0.127444	-nan	0.169859251639	0.296847813312	0.0319493657567	-0.240337598736	0.240337598736	6.97468009478	43.0253199052	0.137909885882	0.344774714706	0	-0.104437115969	0.240337598736	2.5	0	0.2	0.137909885882	0.240337598736	0.240337598736	
1526703360	228211116	228210	0	9	0	41	799	902	0	0	0	0	0	0	0	0	0	0	0	0	661	472	830	912	1509991935	609	465	815	904	0.22494	0.13563	0.296288	0.13288	-nan	0.167150046742	0.296430676115	0.0348681974465	-0.218143891514	0.218143891514	8.63920813648	41.3607918635	0.132281849296	0.33070462324	0	-0.112560731726	0.218143891514	2.5	0	0.2	0.132281849296	0.218143891514	0.218143891514	
1526703360	228221540	228220	0	10	0	40	799	902	0	0	0	0	0	0	0	0	0	0	0	0	611	464	839	936	1509991935	661	472	830	912	0.275796	0.14256	0.308108	0.137712	-nan	0.164529347449	0.29607328543	0.0382372952685	-0.195934188142	0.195934188142	10.3049358893	39.6950641107	0.12629205218	0.315730130451	0	-0.119795942309	0.195934188142	2.5	0	0.2	0.12629205218	0.195934188142	0.195934188142	
1526703360	228229844	228229	0	12	0	38	799	904	0	0	0	0	0	0	0	0	0	0	0	0	614	463	843	945	1509991935	611	464	839	936	0.226896	0.13464	0.3152	0.152208	-nan	0.162022331228	0.295851493926	0.0420340165726	-0.173896036126	0.173896036126	11.9577972905	38.0422027095	0.119988314655	0.299970786637	0	-0.126074750511	0.173896036126	2.5	0	0.2	0.119988314655	0.173896036126	0.173896036126	
1526703360	228240228	228239	0	14	0	36	799	905	0	0	0	0	0	0	0	0	0	0	0	0	664	465	847	950	1509991935	614	463	843	945	0.22983	0.13365	0.318352	0.157644	-nan	0.159615072795	0.29581088675	0.0462550924098	-0.150833265561	0.150833265561	13.6875050829	36.3124949171	0.113359980385	0.283399950962	0	-0.132566685401	0.150833265561	2.5	0	0.2	0.113359980385	0.150833265561	0.150833265561	
1526703360	228250620	228250	0	15	0	35	799	906	0	0	0	0	0	0	0	0	0	0	0	0	612	456	841	957	1509991935	664	465	847	950	0.27873	0.13563	0.321504	0.160664	-nan	0.157298673513	0.295963621215	0.050871511756	-0.127411531834	0.127411531834	15.4441351124	34.5558648876	0.106427161757	0.266067904392	0	-0.138656372558	0.127411531834	2.5	0	0.2	0.106427161757	0.127411531834	0.127411531834	
1526703360	228261028	228260	0	17	0	33	799	907	0	0	0	0	0	0	0	0	0	0	0	0	607	451	830	960	1509991935	612	456	841	957	0.227874	0.12672	0.316776	0.164892	-nan	0.155068708549	0.296294136229	0.0558282045261	-0.104368105374	0.104368105374	17.172392097	32.827607903	0.0992405040228	0.248101260057	0	-0.143733154683	0.104368105374	2.5	0	0.2	0.0992405040228	0.104368105374	0.104368105374	
1526703360	228271404	228271	0	19	0	31	799	908	0	0	0	0	0	0	0	0	0	0	0	0	600	445	819	962	1509991935	607	451	830	960	0.222984	0.12177	0.308108	0.166704	-nan	0.15288969029	0.296746346402	0.0610691149058	-0.0811528656801	0.0811528656801	18.913535074	31.086464926	0.0918205753838	0.22955143846	0	-0.148398572779	0.0811528656801	2.5	0	0.2	0.0918205753838	0.0811528656801	0.0811528656801	
1526703360	228279708	228279	0	21	0	29	799	908	0	0	0	0	0	0	0	0	0	0	0	0	595	445	813	963	1509991935	600	445	819	962	0.216138	0.11583	0.29944	0.167912	-nan	0.150721896173	0.297237362873	0.06653402106	-0.0578156823596	0.0578156823596	20.663823823	29.336176177	0.0841878751127	0.210469687782	0	-0.152654005422	0.0578156823596	2.5	0	0.2	0.0841878751127	0.0578156823596	0.0578156823596	
1526703360	228290140	228289	0	22	0	28	800	910	0	0	0	0	0	0	0	0	19	0	0	0	585	444	803	964	1509991935	595	445	813	963	0.211248	0.11583	0.294712	0.168516	-nan	0.148546945681	0.297694317616	0.0721595558752	-0.0349587683649	0.0349587683649	22.3780923726	27.6219076274	0.0763873898053	0.190968474513	0	-0.156009706148	0.0349587683649	2.5	0	0.2	0.0763873898053	0.0349587683649	0.0349587683649	
1526703360	228300516	228299	0	24	0	26	800	910	0	0	0	0	0	0	0	0	0	0	0	0	576	441	800	965	1509991935	585	444	803	964	0.201468	0.11484	0.286832	0.16912	-nan	0.146369408887	0.298063555881	0.0778851534028	-0.0131479522933	0.0131479522933	24.013903578	25.986096422	0.0684842554844	0.171210638711	0	-0.158062686418	0.0131479522933	2.5	0	0.2	0.0684842554844	0.0131479522933	0.0131479522933	
1526703360	228310908	228310	0	26	0	24	800	912	0	0	1	0	0	0	0	0	0	0	0	0	568	444	801	965	1509991935	576	441	800	965	0.192666	0.11187	0.284468	0.169724	-nan	0.144197426772	0.298305406661	0.0836557165145	0.00749662888773	-0.00749662888773	25.5622471666	24.4377528334	0.0605417102578	0.151354275644	0	-0.158850904532	-0.00749662888773	2.5	0	0.2	0.0605417102578	-0.00749662888773	-0.00749662888773	
1526703360	228321308	228321	0	27	0	23	800	912	0	0	0	0	0	0	0	0	0	0	0	0	562	445	806	965	1509991935	568	444	801	965	0.184842	0.11484	0.285256	0.169724	-nan	0.14204013818	0.298409161986	0.089421392857	0.0269124353914	-0.0269124353914	27.0184326544	22.9815673456	0.0526187453229	0.131546863307	0	-0.158459298699	-0.0269124353914	2.5	0	0.2	0.0526187453229	-0.0269124353914	-0.0269124353914	
1526703360	228329620	228329	0	28	0	22	801	913	0	0	0	0	0	0	0	0	0	0	0	0	557	443	813	966	1509991935	562	445	806	965	0.178974	0.11583	0.289196	0.169724	-nan	0.139921897025	0.298397749516	0.0951360785053	0.04469398976	-0.04469398976	28.352049232	21.647950768	0.0447858185199	0.1119645463	0	-0.15665853606	-0.04469398976	2.5	0	0.2	0.0447858185199	-0.04469398976	-0.04469398976	
1526703360	228340012	228339	0	30	0	20	802	914	0	0	0	0	0	0	0	0	0	0	0	0	549	439	816	966	1509991935	557	443	813	966	0.174084	0.11385	0.294712	0.170328	-nan	0.137861633628	0.298315146829	0.100759847086	0.0609261732036	-0.0609261732036	29.5694629903	20.4305370097	0.037101786542	0.0927544663549	0	-0.153680639558	-0.0609261732036	2.5	0	0.2	0.037101786542	-0.0609261732036	-0.0609261732036	
1526703360	228350388	228349	0	31	0	19	802	914	0	0	0	0	0	0	0	0	0	0	0	0	543	433	820	966	1509991935	549	439	816	966	0.16626	0.10989	0.297076	0.170328	-nan	0.135854835975	0.298206993736	0.10625976769	0.0761466944147	-0.0761466944147	30.7110020811	19.2889979189	0.0295950682855	0.0739876707138	0	-0.150134365129	-0.0761466944147	2.5	0	0.2	0.0295950682855	-0.0761466944147	-0.0761466944147	
1526703360	228360804	228360	0	32	0	18	803	914	0	0	0	0	0	0	0	0	0	0	0	0	537	431	824	967	1509991935	543	433	820	966	0.160392	0.10395	0.300228	0.170328	-nan	0.133878572325	0.298105249987	0.111606792649	0.0907863229829	-0.0907863229829	31.8089742237	18.1910257763	0.0222717796768	0.055679449192	0	-0.146465772175	-0.0907863229829	2.5	0	0.2	0.0222717796768	-0.0907863229829	-0.0907863229829	
1526703360	228371180	228370	0	33	0	17	804	915	0	0	0	6	0	0	0	0	0	0	0	0	531	426	827	967	1509991935	537	431	824	967	0.154524	0.10197	0.30338	0.170932	-nan	0.131908399156	0.298034554645	0.116776771245	0.104973965542	-0.104973965542	32.8730474157	17.1269525843	0.0151316279108	0.037829069777	0	-0.142803035319	-0.104973965542	2.5	0	0.2	0.0151316279108	-0.104973965542	-0.104973965542	
1526703360	228379484	228378	0	34	0	16	805	915	0	0	0	0	0	0	0	0	0	0	0	0	530	425	829	968	1509991935	531	426	827	967	0.148656	0.09702	0.305744	0.170932	-nan	0.129929051564	0.298016213742	0.121751296176	0.118633062002	-0.118633062002	33.8974796501	16.1025203499	0.0081777553873	0.0204443884683	0	-0.13907745047	-0.118633062002	2.5	0	0.2	0.0081777553873	-0.118633062002	-0.118633062002	
1526703360	228389876	228388	0	35	0	15	806	916	0	0	0	0	0	0	0	0	0	0	0	0	522	419	826	968	1509991935	530	425	829	968	0.147678	0.09603	0.30732	0.171536	-nan	0.127931365771	0.29806352048	0.126515883424	0.131706754935	-0.131706754935	34.8780066201	15.1219933799	0.00141548234718	0.00353870586794	0	-0.135245460803	-0.131706754935	2.5	0	0.2	0.00141548234718	-0.131706754935	-0.131706754935	
1526703360	228400284	228400	0	36	0	14	807	916	0	0	0	0	0	0	0	0	0	0	0	0	520	415	822	968	1509991935	522	419	826	968	0.139854	0.09009	0.304956	0.171536	-nan	0.125907473724	0.298174446991	0.131059603048	0.144232556752	-0.144232556752	35.8174417564	14.1825582436	-0.0051521293248	-0.012880323312	0	-0.13135223344	-0.144232556752	2.5	0	0.2	-0.0051521293248	-0.144232556752	-0.144232556752	
1526703360	228410660	228410	0	37	0	13	808	916	0	0	0	0	0	0	0	0	0	0	0	0	518	413	819	968	1509991935	520	415	822	968	0.137898	0.08613	0.301804	0.171536	-nan	0.123842468579	0.29832701539	0.135373470057	0.15640494676	-0.15640494676	36.730371007	13.269628993	-0.011531001478	-0.0288275036951	-0	-0.127577443065	-0.15640494676	2.5	0	0.2	-0.011531001478	-0.15640494676	-0.15640494676	
1526703360	228421036	228420	0	38	0	12	810	916	0	0	0	0	0	0	0	0	0	9	0	0	516	410	815	968	1509991935	518	413	819	968	0.135942	0.08415	0.29944	0.171536	-nan	0.121725705374	0.298491806953	0.139450276383	0.168182818137	-0.168182818137	37.6137113603	12.3862886397	-0.0177245710088	-0.044311427522	-0	-0.123871390615	-0.168182818137	2.5	0	0.2	-0.0177245710088	-0.168182818137	-0.168182818137	
1526703360	228429372	228428	0	38	0	12	811	916	0	0	0	0	0	0	0	0	0	0	0	0	522	411	815	969	1509991935	516	410	815	968	0.133986	0.08118	0.296288	0.171536	-nan	0.119558596933	0.298642972342	0.143285685801	0.179368079372	-0.179368079372	38.4526059529	11.5473940471	-0.0237270888688	-0.059317722172	-0	-0.1200503572	-0.179368079372	2.5	0	0.2	-0.0237270888688	-0.179368079372	-0.179368079372	
1526703360	228439756	228439	0	39	0	11	812	916	0	0	0	0	0	0	0	0	0	0	0	0	513	407	810	968	1509991935	522	411	815	969	0.139854	0.08217	0.296288	0.17214	-nan	0.117351037917	0.298762919946	0.146879168308	0.189841156419	-0.189841156419	39.2380867314	10.7619132686	-0.0295281303909	-0.0738203259772	-0	-0.116020830441	-0.189841156419	2.5	0	0.2	-0.0295281303909	-0.189841156419	-0.189841156419	
1526703360	228450148	228449	0	40	0	10	813	917	0	0	0	0	0	0	0	0	0	0	0	0	512	404	802	967	1509991935	513	407	810	968	0.131052	0.07821	0.292348	0.171536	-nan	0.115116143976	0.298839791852	0.150232272809	0.19955029092	-0.19955029092	39.966271819	10.033728181	-0.0351161288328	-0.0877903220819	-0	-0.111759968838	-0.19955029092	2.5	0	0.2	-0.0351161288328	-0.19955029092	-0.19955029092	
1526703360	228460524	228459	0	41	0	9	814	917	0	0	0	0	0	0	0	0	0	0	0	0	511	402	794	967	1509991935	512	404	802	967	0.130074	0.07524	0.286044	0.170932	-nan	0.112855323009	0.298848813068	0.153344584942	0.208685816837	-0.208685816837	40.6514362628	9.34856373722	-0.040489261933	-0.101223154832	-0	-0.107462662005	-0.208685816837	2.5	0	0.2	-0.040489261933	-0.208685816837	-0.208685816837	
1526703360	228470932	228470	0	41	0	9	816	917	0	0	0	0	0	0	0	0	0	0	0	0	505	395	786	967	1509991935	511	402	794	967	0.129096	0.07326	0.27974	0.170932	-nan	0.110565903249	0.298750830382	0.156216488764	0.217352935413	-0.217352935413	41.301470156	8.698529844	-0.0456505855144	-0.114126463786	-0	-0.103226471627	-0.217352935413	2.5	0	0.2	-0.0456505855144	-0.217352935413	-0.217352935413	
1526703360	228479244	228478	0	42	0	8	816	918	0	0	0	0	0	0	0	0	0	0	0	0	501	390	787	968	1509991935	505	395	786	967	0.123228	0.06633	0.273436	0.170932	-nan	0.108241664594	0.298507548249	0.158852833905	0.225739599191	-0.225739599191	41.9304699393	8.06953006069	-0.0506111693101	-0.126527923275	-0	-0.0992116759154	-0.225739599191	2.5	0	0.2	-0.0506111693101	-0.225739599191	-0.225739599191	
1526703360	228489636	228489	0	43	0	7	817	918	0	0	0	0	0	0	0	0	0	0	0	0	497	380	785	968	1509991935	501	390	787	968	0.119316	0.06138	0.274224	0.171536	-nan	0.105863034779	0.29810141453	0.161262338023	0.234260936796	-0.234260936796	42.5695702597	7.43042974033	-0.0553993032444	-0.138498258111	-0	-0.0957626786847	-0.234260936796	2.5	0	0.2	-0.0553993032444	-0.234260936796	-0.234260936796	
1526703360	228500060	228499	0	43	0	7	818	918	0	0	0	0	0	0	0	0	0	0	0	0	493	378	786	968	1509991935	497	380	785	968	0.115404	0.05148	0.272648	0.171536	-nan	0.103400977532	0.297543014325	0.163455774841	0.243246874551	-0.243246874551	43.2435155913	6.7564844087	-0.0600547973084	-0.150136993271	-0	-0.0931098812798	-0.243246874551	2.5	0	0.2	-0.0600547973084	-0.243246874551	-0.243246874551	
1526703360	228510436	228509	0	44	0	6	819	918	0	0	0	0	0	0	0	0	0	0	0	0	483	370	786	968	1509991935	493	378	786	968	0.111492	0.0495	0.273436	0.171536	-nan	0.100830774633	0.296852715992	0.165443114684	0.252681704987	-0.252681704987	43.951127874	6.04887212597	-0.0646123400513	-0.161530850128	-0	-0.0911508548588	-0.252681704987	2.5	0	0.2	-0.0646123400513	-0.252681704987	-0.252681704987	
1526703360	228520820	228519	0	45	0	5	820	918	0	0	0	0	0	0	0	0	0	0	0	0	474	373	785	968	1509991935	483	370	786	968	0.101712	0.04158	0.273436	0.171536	-nan	0.0981419903942	0.296052722301	0.167233541727	0.262313103965	-0.262313103965	44.6734827974	5.32651720265	-0.0690915513329	-0.172728878332	-0	-0.0895842256324	-0.262313103965	2.5	0	0.2	-0.0690915513329	-0.262313103965	-0.262313103965	
1526703360	228531196	228531	0	45	0	5	820	918	11	0	0	0	0	0	0	0	0	0	0	0	467	372	780	968	1509991935	474	373	785	968	0.09291	0.04455	0.272648	0.171536	-nan	0.0953408971485	0.295163378082	0.168836732365	0.271825265711	-0.271825265711	45.3868949283	4.61310507168	-0.0734958352164	-0.183739588041	-0	-0.08808567767	-0.271825265711	2.5	0	0.2	-0.0734958352164	-0.271825265711	-0.271825265711	
1526703360	228539524	228539	0	46	0	4	822	918	0	0	0	0	0	0	0	0	0	0	0	0	476	372	779	968	1509991935	467	372	780	968	0.086064	0.04356	0.268708	0.171536	-nan	0.0924586353537	0.294191756223	0.170262713283	0.280675049072	-0.280675049072	46.0506286804	3.94937131962	-0.0778040779289	-0.194510194822	-0	-0.0861648542495	-0.280675049072	2.5	0	0.2	-0.0778040779289	-0.280675049072	-0.280675049072	
1526703360	228549916	228549	0	47	0	3	822	918	0	0	0	0	0	0	0	0	0	0	0	0	461	376	779	967	1509991935	476	372	779	968	0.094866	0.04356	0.26792	0.171536	-nan	0.0895313743442	0.293136534283	0.17152173432	0.288701540876	-0.288701540876	46.6526155657	3.34738443433	-0.0819903599757	-0.204975899939	-0	-0.0837256409363	-0.288701540876	2.5	0	0.2	-0.0819903599757	-0.288701540876	-0.288701540876	
1526703360	228560300	228559	0	47	0	3	823	919	0	0	0	0	0	0	0	0	0	0	0	0	456	379	780	967	1509991935	461	376	779	967	0.080196	0.04752	0.26792	0.170932	-nan	0.0865952637654	0.292005447652	0.172622898663	0.295814585675	-0.295814585675	47.1860939256	2.81390607436	-0.0860276348973	-0.215069087243	-0	-0.0807454984319	-0.295814585675	2.5	0	0.2	-0.0860276348973	-0.295814585675	-0.295814585675	
1526703360	228570716	228570	0	48	0	2	824	919	0	0	0	0	0	0	0	0	0	0	0	0	451	385	782	967	1509991935	456	379	780	967	0.075306	0.05049	0.268708	0.170932	-nan	0.0836984937333	0.290817374127	0.173574230256	0.301651373823	-0.301651373823	47.6238530368	2.37614696324	-0.0898757365231	-0.224689341308	-0	-0.0769620325157	-0.301651373823	2.5	0	0.2	-0.0898757365231	-0.301651373823	-0.301651373823	
1526703360	228581104	228580	0	48	0	2	825	920	0	0	0	0	0	0	0	0	0	0	0	0	449	385	783	968	1509991935	451	385	782	967	0.070416	0.05643	0.270284	0.170932	-nan	0.0808932124746	0.289595867845	0.174385254968	0.306056225647	-0.306056225647	47.9542169235	2.04578307648	-0.0934920424937	-0.233730106234	-0	-0.0723261194126	-0.306056225647	2.5	0	0.2	-0.0934920424937	-0.306056225647	-0.306056225647	
1526703360	228589428	228588	0	48	0	2	826	920	0	0	0	0	0	0	0	0	0	0	0	0	447	385	785	968	1509991935	449	385	783	968	0.06846	0.05643	0.271072	0.171536	-nan	0.0782222393614	0.288365100732	0.175067990651	0.309188554145	-0.309188554145	48.1891415608	1.81085843916	-0.0968457512897	-0.242114378224	-0	-0.0670741759202	-0.309188554145	2.5	0	0.2	-0.0968457512897	-0.309188554145	-0.309188554145	
1526703360	228599804	228599	0	48	0	2	826	920	0	0	0	0	0	0	0	0	0	0	0	0	446	383	786	968	1509991935	447	385	785	968	0.066504	0.05643	0.272648	0.171536	-nan	0.0757033953405	0.287146305427	0.175635279436	0.31155236636	-0.31155236636	48.366427477	1.63357252301	-0.0999318840958	-0.249829710239	-0	-0.0617226561205	-0.31155236636	2.5	0	0.2	-0.0999318840958	-0.31155236636	-0.31155236636	
1526703360	228610204	228610	0	49	0	1	828	920	0	0	0	0	0	0	0	0	0	0	0	0	447	379	787	967	1509991935	446	383	786	968	0.065526	0.05445	0.273436	0.171536	-nan	0.0733345334167	0.285957965265	0.176098064782	0.313541773798	-0.313541773798	48.5156330349	1.48436696513	-0.102763531365	-0.256908828413	-0	-0.0566329453857	-0.313541773798	2.5	0	0.2	-0.102763531365	-0.313541773798	-0.313541773798	
1526703360	228620580	228620	0	49	0	1	828	920	0	0	0	0	0	0	0	0	0	0	0	0	450	373	786	968	1509991935	447	379	787	967	0.066504	0.05049	0.274224	0.170932	-nan	0.0711001681014	0.284814364224	0.176464280615	0.315421904265	-0.315421904265	48.6566428199	1.34335718013	-0.105364112514	-0.263410281285	-0	-0.0520116229799	-0.315421904265	2.5	0	0.2	-0.105364112514	-0.315421904265	-0.315421904265	
1526703360	228630956	228630	0	49	0	1	829	920	0	0	0	0	0	0	0	0	0	0	0	0	454	367	782	969	1509991935	450	373	786	968	0.069438	0.04455	0.273436	0.171536	-nan	0.0689691491742	0.283722713016	0.176741674309	0.317599565251	-0.317599565251	48.8199673938	1.1800326062	-0.107772525135	-0.269431312837	-0	-0.0481682524139	-0.317599565251	2.5	0	0.2	-0.107772525135	-0.317599565251	-0.317599565251	
1526703360	228639284	228638	0	49	0	1	830	921	0	0	0	0	0	0	0	0	0	0	0	0	464	362	781	968	1509991935	454	367	782	969	0.07335	0.03861	0.270284	0.17214	-nan	0.0669009952428	0.282677413874	0.176941535366	0.320461650077	-0.320461650077	49.0346237557	0.965376244253	-0.110040540123	-0.275101350308	-0	-0.0453602997687	-0.320461650077	2.5	0	0.2	-0.110040540123	-0.320461650077	-0.320461650077	
1526703360	228649676	228648	0	49	0	1	831	921	0	0	0	0	0	0	0	0	0	0	0	0	463	354	772	968	1509991935	464	362	781	968	0.08313	0.03366	0.269496	0.171536	-nan	0.064857693757	0.2816649846	0.177074389545	0.324064852757	-0.324064852757	49.3048639568	0.695136043225	-0.112216695788	-0.280541739469	-0	-0.0435231132881	-0.324064852757	2.5	0	0.2	-0.112216695788	-0.324064852757	-0.324064852757	
1526703360	228660052	228659	0	50	0	0	832	921	0	0	0	0	0	0	0	0	0	0	0	0	470	349	766	968	1509991935	463	354	772	968	0.082152	0.02574	0.262404	0.171536	-nan	0.0628037090876	0.280665154162	0.177146236664	0.328372954728	-0.328372954728	49.6279716046	0.372028395403	-0.114342527577	-0.285856318942	-0	-0.0425166357858	-0.328372954728	2.5	0	0.2	-0.114342527577	-0.328372954728	-0.328372954728	
1526703360	228670448	228669	0	50	1	0	833	921	0	0	0	0	0	0	0	0	0	0	0	0	477	344	760	968	1509991935	470	349	766	968	0.088998	0.02079	0.257676	0.171536	-nan	0.0607039096895	0.279643681829	0.177162835346	0.333475275735	-0.333475275735	50.0106456801	-0.0106456800965	-0.116458925657	-0.291147314141	-0	-0.0423279615933	-0.333475275735	2.5	0	0.2	-0.116458925657	-0.333475275735	-0.333475275735	
1526703360	228680880	228680	0	50	1	0	834	922	0	0	0	0	0	0	0	0	0	0	0	0	483	338	754	968	1509991935	477	344	760	968	0.095844	0.01584	0.252948	0.171536	-nan	0.0585341083467	0.27856750057	0.177130941941	0.339250242738	-0.339250242738	50.4437682054	-0.443768205369	-0.118596833594	-0.296492083985	-0	-0.0427581587528	-0.339250242738	2.5	0	0.2	-0.118596833594	-0.339250242738	-0.339250242738	
1526703360	228689208	228688	0	51	1	1	834	922	0	0	0	0	0	0	0	0	0	0	0	0	487	335	750	968	1509991935	483	338	754	968	0.101712	0.0099	0.24822	0.171536	-nan	0.05627783817	0.277413043507	0.17705687313	0.345591614707	-0.345591614707	50.919371103	-0.919371103018	-0.12077903496	-0.301947587399	-0	-0.043644027308	-0.345591614707	2.5	0	0.2	-0.12077903496	-0.345591614707	-0.345591614707	
1526703360	228699612	228699	0	51	1	1	836	922	0	0	0	0	0	0	0	0	0	0	0	0	488	330	740	968	1509991935	487	335	750	968	0.105624	0.00693	0.245068	0.171536	-nan	0.053923466487	0.27616361495	0.176946508234	0.352437740105	-0.352437740105	51.4328305079	-1.43283050789	-0.123023041747	-0.307557604366	-0	-0.044880135739	-0.352437740105	2.5	0	0.2	-0.123023041747	-0.352437740105	-0.352437740105	
1526703360	228710004	228709	0	52	1	2	836	922	0	0	0	0	0	0	0	0	0	0	0	0	490	324	732	969	1509991935	488	330	740	968	0.106602	0.00198	0.237188	0.171536	-nan	0.0514678075563	0.274802113646	0.176805294877	0.359632629792	-0.359632629792	51.9724472344	-1.9724472344	-0.125337487321	-0.313343718302	-0	-0.0462889114895	-0.359632629792	2.5	0	0.2	-0.125337487321	-0.359632629792	-0.359632629792	
1526703360	228720388	228719	0	53	1	3	838	922	0	0	0	0	0	0	0	0	0	0	0	0	492	323	727	969	1509991935	490	324	732	969	0.108558	-0.00396	0.230884	0.17214	-nan	0.0489047965046	0.273301389222	0.176639514217	0.367281402121	-0.367281402121	52.5461051591	-2.54610515906	-0.127734717713	-0.319336794282	-0	-0.0479446078385	-0.367281402121	2.5	0	0.2	-0.127734717713	-0.367281402121	-0.367281402121	
1526703360	228730772	228729	0	53	1	3	838	922	0	0	0	0	0	0	0	0	0	0	0	0	491	320	723	969	1509991935	492	323	727	969	0.110514	-0.00495	0.226944	0.17214	-nan	0.0462320783571	0.271640477092	0.176456124608	0.375346686377	-0.375346686377	53.1510014783	-3.15100147828	-0.13022404625	-0.325560115626	-0	-0.0497865707509	-0.375346686377	2.5	0	0.2	-0.13022404625	-0.375346686377	-0.375346686377	
1526703360	228739084	228739	0	54	1	4	840	922	0	0	0	0	0	0	0	0	0	0	0	0	491	319	722	972	1509991935	491	320	723	969	0.109536	-0.00792	0.223792	0.17214	-nan	0.0434629228423	0.269817116982	0.176260105952	0.383455694966	-0.383455694966	53.7591771224	-3.75917712244	-0.13279718311	-0.331992957775	-0	-0.0514627371908	-0.383455694966	2.5	0	0.2	-0.13279718311	-0.383455694966	-0.383455694966	
1526703360	228749476	228749	0	54	1	4	840	922	0	0	0	0	0	0	0	0	0	0	0	0	489	316	719	969	1509991935	491	319	722	972	0.109536	-0.00891	0.223004	0.173952	-nan	0.0406159256982	0.267843798266	0.176058435153	0.391512800528	-0.391512800528	54.3634600396	-4.36346003958	-0.135442509455	-0.338606273636	-0	-0.0529065268913	-0.391512800528	2.5	0	0.2	-0.135442509455	-0.391512800528	-0.391512800528	
1526703360	228759860	228759	0	55	1	5	842	922	0	0	0	0	0	0	0	0	0	0	0	0	487	316	718	969	1509991935	489	316	719	969	0.10758	-0.01188	0.22064	0.17214	-nan	0.0377080095449	0.265740896755	0.175857265307	0.399508065557	-0.399508065557	54.9631049167	-4.96310491674	-0.138149255762	-0.345373139405	-0	-0.0541349261513	-0.399508065557	2.5	0	0.2	-0.138149255762	-0.399508065557	-0.399508065557	
1526703360	228770244	228769	0	56	1	6	843	922	0	0	0	0	0	0	0	0	0	0	0	0	485	320	720	969	1509991935	487	316	718	969	0.105624	-0.01188	0.219852	0.17214	-nan	0.0347565520669	0.26352896336	0.175654437768	0.407217313035	-0.407217313035	55.5412984776	-5.54129847763	-0.140897885701	-0.352244714253	-0	-0.054972598782	-0.407217313035	2.5	0	0.2	-0.140897885701	-0.407217313035	-0.407217313035	
1526703360	228780652	228780	0	56	1	6	844	922	0	0	0	0	0	0	0	0	0	0	0	0	483	326	719	969	1509991935	485	320	720	969	0.103668	-0.00792	0.221428	0.17214	-nan	0.0317936027064	0.261235088996	0.175448076878	0.414267954827	-0.414267954827	56.070096612	-6.07009661205	-0.143654474171	-0.359136185428	-0	-0.0551317693993	-0.414267954827	2.5	0	0.2	-0.143654474171	-0.414267954827	-0.414267954827	
1526703360	228788956	228788	0	57	1	7	845	922	0	0	0	0	0	0	0	0	0	0	0	0	481	331	719	969	1509991935	483	326	719	969	0.101712	-0.00198	0.22064	0.17214	-nan	0.0288740839941	0.25889186298	0.175240340485	0.420151287621	-0.420151287621	56.5113465716	-6.51134657159	-0.146366256491	-0.365915641227	-0	-0.0542356463939	-0.420151287621	2.5	0	0.2	-0.146366256491	-0.420151287621	-0.420151287621	
1526703360	228799332	228798	0	57	1	7	846	922	0	0	0	0	0	0	0	0	0	0	0	0	479	336	716	969	1509991935	481	331	719	969	0.099756	0.00297	0.22064	0.17214	-nan	0.0260601216951	0.256524939623	0.175033128606	0.424567525678	-0.424567525678	56.8425644258	-6.84256442582	-0.148973006911	-0.372432517277	-0	-0.0521350084003	-0.424567525678	2.5	0	0.2	-0.148973006911	-0.424567525678	-0.424567525678	
1526703360	228809708	228808	0	57	1	7	848	922	0	0	0	0	0	0	0	0	0	0	0	0	475	344	713	969	1509991935	479	336	716	969	0.0978	0.00792	0.218276	0.17214	-nan	0.0234052107698	0.254150410868	0.174828099789	0.427554864721	-0.427554864721	57.0666148541	-7.06661485406	-0.15142288902	-0.378557222549	-0	-0.0489976421721	-0.427554864721	2.5	0	0.2	-0.15142288902	-0.427554864721	-0.427554864721	
